survey	id	sentence_nr	context_en	context_ru	sentence_en	sentence_ru	translat_original	translit_morph	gloss	translation	target_verb	target_trans	form_label	exp	given	comments	speaker	idiom	language	gender	birthyear	date
pfq	90	56	[A has just seen the king arrive. The event is totally unexpected.]	[А только что видел как приехал король. Событие совершенно неожиданное.]	A: The king ARRIVE!	А: Король ПРИЕЗЖАТЬ!	Тохлъукьего пача вач1ана.	toχɬuƛʼego pača wačʼana.			приезжать	wačʼana	aorist	perfect	not p		1	Khunzakh	Avar	F		2016
pfq	91	57	[Telling what a baby just DO. “N” should be replaced with a girl’s name.]	[А рассказывает о том, что младенец (девочка) только что ДЕЛАТЬ.]	N just SAY her first word!	Патимат только что ГОВОРИТЬ первое слово!	Пат1иматица гьабсайтул т1оцибесеб раг1и абуна.	pat’imatica habsajtul t’ocibeseb raʕi abuna.			говорить	abuna	aorist	perfect	not p		1	Khunzakh	Avar	F		2016
pfq	92	58	[A comes from the kitchen very agitated and tells B what he has just seen happen:]	[А приходит с кухни, очевидно раздражен и рассказывает В о том, что он только что увидел (то есть увидел как именно случилось).]	A: The dog EAT our cake!	А: Собака ЕСТЬ наш торт!	Гьойца квана нилъер торт.	hojca kwana niɬer tort.			есть	kwana	aorist	perfect	not p		1	Khunzakh	Avar	F		2016
pfq	93	59	[A comes from the kitchen where he has just seen the sad remains of the cake. He tells B what he assumes to have happened:]	[А приходит с кухни где он нашел крошки и остатки съеденного торта. Он говорит В о том, что по нему случилось.]	A: The dog EAT our cake!	А: Собака ЕСТЬ наш торт!	Гьвеца кванан буго нижер торт!	hweca kwanan bugo niʒer tort!			есть	kwanan bugo	perfect	perfect	perfect		1	Khunzakh	Avar	F		2016
pfq	94	60	[Do you know what happened to my brother yesterday? I did not see it, but he told me.]	[Знаете что случилось с моим братом вчера? Сам не видел, но он мне об этом рассказывал.]	He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Гьав ине вук1ун вуго рохосан.	haw ine wuk’un wugo roxosan, borxida t’ad čʼun wugo, heɬ hasda ħat'ida ħančʼun bugo, has gamačʼgi bosun rečʼun bugo borxida. heb χun bugo.			ходить	ine wuk’un wugo	perfect_infinitive	not p	perfect		1	Khunzakh	Avar	F		2016
pfq	95	60	[Do you know what happened to my brother yesterday? I did not see it, but he told me.]	[Знаете что случилось с моим братом вчера? Сам не видел, но он мне об этом рассказывал.]	He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Борхида т1ад ч1ун вуго, гьелъ гьасда х1ат1ида х1анч1ун буго, гьас гамач1ги босун реч1ун буго борхида. Гьею хун буго.	haw ine wuk’un wugo roxosan, borxida t’ad čʼun wugo, heɬ hasda ħat'ida ħančʼun bugo, has gamačʼgi bosun rečʼun bugo borxida. heb χun bugo.			наступать	čʼun wugo	perfect	not p	perfect		1	Khunzakh	Avar	F		2016
pfq	96	60	[Do you know what happened to my brother yesterday? I did not see it, but he told me.]	[Знаете что случилось с моим братом вчера? Сам не видел, но он мне об этом рассказывал.]	He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Борхида т1ад ч1ун вуго, гьелъ гьасда х1ат1ида х1анч1ун буго, гьас гамач1ги босун реч1ун буго борхида. Гьею хун буго.	haw ine wuk’un wugo roxosan, borxida t’ad čʼun wugo, heɬ hasda ħat'ida ħančʼun bugo, has gamačʼgi bosun rečʼun bugo borxida. heb χun bugo.			кусать 	ħančʼun bugo	perfect	not p	perfect		1	Khunzakh	Avar	F		2016
pfq	97	60	[Do you know what happened to my brother yesterday? I did not see it, but he told me.]	[Знаете что случилось с моим братом вчера? Сам не видел, но он мне об этом рассказывал.]	He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Борхида т1ад ч1ун вуго, гьелъ гьасда х1ат1ида х1анч1ун буго, гьас гамач1ги босун реч1ун буго борхида. Гьею хун буго.	haw ine wuk’un wugo roxosan, borxida t’ad čʼun wugo, heɬ hasda ħat'ida ħančʼun bugo, has gamačʼgi bosun rečʼun bugo borxida. heb χun bugo.			брать	bosun 	converb	not p	other		1	Khunzakh	Avar	F		2016
pfq	98	60	[Do you know what happened to my brother yesterday? I did not see it, but he told me.]	[Знаете что случилось с моим братом вчера? Сам не видел, но он мне об этом рассказывал.]	He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Борхида т1ад ч1ун вуго, гьелъ гьасда х1ат1ида х1анч1ун буго, гьас гамач1ги босун реч1ун буго борхида. Гьею хун буго.	haw ine wuk’un wugo roxosan, borxida t’ad čʼun wugo, heɬ hasda ħat'ida ħančʼun bugo, has gamačʼgi bosun rečʼun bugo borxida. heb χun bugo.			бросать	rečʼun bugo	perfect	not p	perfect		1	Khunzakh	Avar	F		2016
pfq	99	60	[Do you know what happened to my brother yesterday? I did not see it, but he told me.]	[Знаете что случилось с моим братом вчера? Сам не видел, но он мне об этом рассказывал.]	He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	ХОДИТЬ по лесу. Вдруг НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Борхида т1ад ч1ун вуго, гьелъ гьасда х1ат1ида х1анч1ун буго, гьас гамач1ги босун реч1ун буго борхида. Гьею хун буго.	haw ine wuk’un wugo roxosan, borxida t’ad čʼun wugo, heɬ hasda ħat'ida ħančʼun bugo, has gamačʼgi bosun rečʼun bugo borxida. heb χun bugo.			умирать	χun bugo	perfect	not p	perfect		1	Khunzakh	Avar	F		2016
pfq	100	61	[This is the beginning of a story (tale). “Once upon a time” should be replaced with the formula stories typically begin with in L.]	[Представляете себе что это сказка, которая начинается со словом «однажды» или похожей фразой.]	Once upon a time there was a man. He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	Он ХОДИТЬ по лесу. Вдруг он НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Цо къоялъ дов ине вук1ана рохосан. Тохлъукьего дос т1ад борхида ч1ана. Долъ хъанч1ана бохалда. Дос босун гамачгун борхида реч1ана. Доб хвана.	co qʼojaɬ dow ine wuk’ana roxosan. toχɬuƛʼego dos t’ad borxida čʼana. doɬ qːančʼana boχalda. dos bosun gamačgun borxida rečʼana. dob χwana. 			ходить	ine wuk’ana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	101	61	[This is the beginning of a story (tale). “Once upon a time” should be replaced with the formula stories typically begin with in L.]	[Представляете себе что это сказка, которая начинается со словом «однажды» или похожей фразой.]	Once upon a time there was a man. He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	Он ХОДИТЬ по лесу. Вдруг он НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Цо къоялъ дов ине вук1ана рохосан. Тохлъукьего дос т1ад борхида ч1ана. Долъ хъанч1ана бохалда. Дос босун гамачгун борхида реч1ана. Доб хвана.	co qʼojaɬ dow ine wuk’ana roxosan. toχɬuƛʼego dos t’ad borxida čʼana. doɬ qːančʼana boχalda. dos bosun gamačgun borxida rečʼana. dob χwana. 			наступать	čʼana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	102	61	[This is the beginning of a story (tale). “Once upon a time” should be replaced with the formula stories typically begin with in L.]	[Представляете себе что это сказка, которая начинается со словом «однажды» или похожей фразой.]	Once upon a time there was a man. He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	Он ХОДИТЬ по лесу. Вдруг он НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Цо къоялъ дов ине вук1ана рохосан. Тохлъукьего дос т1ад борхида ч1ана. Долъ хъанч1ана бохалда. Дос босун гамачгун борхида реч1ана. Доб хвана.	co qʼojaɬ dow ine wuk’ana roxosan. toχɬuƛʼego dos t’ad borxida čʼana. doɬ qːančʼana boχalda. dos bosun gamačgun borxida rečʼana. dob χwana. 			кусать 	ħančʼana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	103	61	[This is the beginning of a story (tale). “Once upon a time” should be replaced with the formula stories typically begin with in L.]	[Представляете себе что это сказка, которая начинается со словом «однажды» или похожей фразой.]	Once upon a time there was a man. He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	Он ХОДИТЬ по лесу. Вдруг он НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Цо къоялъ дов ине вук1ана рохосан. Тохлъукьего дос т1ад борхида ч1ана. Долъ хъанч1ана бохалда. Дос босун гамачгун борхида реч1ана. Доб хвана.	co qʼojaɬ dow ine wuk’ana roxosan. toχɬuƛʼego dos t’ad borxida čʼana. doɬ qːančʼana boχalda. dos bosun gamačgun borxida rečʼana. dob χwana. 			брать	bosun	converb	not p	other		1	Khunzakh	Avar	F		2016
pfq	104	61	[This is the beginning of a story (tale). “Once upon a time” should be replaced with the formula stories typically begin with in L.]	[Представляете себе что это сказка, которая начинается со словом «однажды» или похожей фразой.]	Once upon a time there was a man. He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	Он ХОДИТЬ по лесу. Вдруг он НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Цо къоялъ дов ине вук1ана рохосан. Тохлъукьего дос т1ад борхида ч1ана. Долъ хъанч1ана бохалда. Дос босун гамачгун борхида реч1ана. Доб хвана.	co qʼojaɬ dow ine wuk’ana roxosan. toχɬuƛʼego dos t’ad borxida čʼana. doɬ qːančʼana boχalda. dos bosun gamačgun borxida rečʼana. dob χwana. 			бросать	rečʼana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	105	61	[This is the beginning of a story (tale). “Once upon a time” should be replaced with the formula stories typically begin with in L.]	[Представляете себе что это сказка, которая начинается со словом «однажды» или похожей фразой.]	Once upon a time there was a man. He WALK in the forest. Suddenly he STEP on a snake. It BITE him in the leg. He TAKE a stone and THROW (it) at the snake. It DIE. 	Он ХОДИТЬ по лесу. Вдруг он НАСТУПАТЬ на змею. Она КУСАТЬ в ногу. Он БРАТЬ камень и БРОСАТЬ (его) в змею. Она УМИРАТЬ. 	Цо къоялъ дов ине вук1ана рохосан. Тохлъукьего дос т1ад борхида ч1ана. Долъ хъанч1ана бохалда. Дос босун гамачгун борхида реч1ана. Доб хвана.	co qʼojaɬ dow ine wuk’ana roxosan. toχɬuƛʼego dos t’ad borxida čʼana. doɬ qːančʼana boχalda. dos bosun gamačgun borxida rečʼana. dob χwana. 			умирать	χwana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	106	62	[A tells what she has heard from her father. Nothing shows that she would not believe it.]	[А говорит о том, что она слышала от отца, и она не сомневается в том, что это правда.]	A: When my father BE a child, schools BE better than nowadays.	А: Когда мой отец БЫТЬ ребенок, школы БЫТЬ лучше чем сегодня.	Дир эмен гьит1инав мехалъ, школабы лъик1ал рук1ана гьанже ругел школабазде данде ккун.	dir emen hit’inaw meχaɬ, školabi ɬik’al ruk’ana hanže rugel školabazde dande kːun.			быть						1	Khunzakh	Avar	F		2016
pfq	107	62	[A tells what she has heard from her father. Nothing shows that she would not believe it.]	[А говорит о том, что она слышала от отца, и она не сомневается в том, что это правда.]	A: When my father BE a child, schools BE better than nowadays.	А: Когда мой отец БЫТЬ ребенок, школы БЫТЬ лучше чем сегодня.	Дир эмен гьит1инав мехалъ, школабы лъик1ал рук1ана гьанже ругел школабазде данде ккун.	dir emen hit’inaw meχaɬ, školabi ɬik’al ruk’ana hanže rugel školabazde dande kːun.			быть	ruk’ana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	108	63	[A tells what she has heard from her father. Nothing shows that she would not believe it.]	[А говорит о том, что она слышала от отца, и она не сомневается в том, что это правда.]	A: My father TELL me that when he BE a child, schools BE better than nowadays.	А: Мой отец РАССКЗАЫВАТЬ что когда он БЫТЬ ребенок, школы БЫТЬ лучше чем сегодня. 	Дир инсуца бицуна, гьав гьитинав мехалъ, школаби лъик1ал рук1анилан, гьанже ругел школабазде данде ккун.	dir insuca bicuna, haw hit’inaw meχaɬ, školabi ɬik’al ruk’anilan hanže rugel školabazde dande kːun.			рассказывать	bicuna	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	109	63	[A tells what she has heard from her father. Nothing shows that she would not believe it.]	[А говорит о том, что она слышала от отца, и она не сомневается в том, что это правда.]	A: My father TELL me that when he BE a child, schools BE better than nowadays.	А: Мой отец РАССКЗАЫВАТЬ что когда он БЫТЬ ребенок, школы БЫТЬ лучше чем сегодня. 	Дир инсуца бицуна, гьав гьитинав мехалъ, школаби лъик1ал рук1анилан, гьанже ругел школабазде данде ккун.	dir insuca bicuna, haw hit’inaw meχaɬ, školabi ɬik’al ruk’anilan hanže rugel školabazde dande kːun.			быть						1	Khunzakh	Avar	F		2016
pfq	110	63	[A tells what she has heard from her father. Nothing shows that she would not believe it.]	[А говорит о том, что она слышала от отца, и она не сомневается в том, что это правда.]	A: My father TELL me that when he BE a child, schools BE better than nowadays.	А: Мой отец РАССКЗАЫВАТЬ что когда он БЫТЬ ребенок, школы БЫТЬ лучше чем сегодня. 	Дир инсуца бицуна, гьав гьитинав мехалъ, школаби лъик1ал рук1анилан, гьанже ругел школабазде данде ккун.	dir insuca bicuna, haw hit’inaw meχaɬ, školabi ɬik’al ruk’anilan hanže rugel školabazde dande kːun.			быть	ruk’anilan	aorist	not p	not p	quotative	1	Khunzakh	Avar	F		2016
pfq	111	64	[A tells what she has heard people saying. Nothing shows that she would not believe it, but she does not present this as her own opinion. Add words if needed!]	[А рассказывает о том, что она слышала от других людей. Она не сомневается в том, что это правда, но это не ее личное мнение.]	A: Sixty years ago schools BE better than nowadays. 	А: Шестьдеять лет назад школы БЫТЬ лучше чем сегодня. 	Лъабкъого соналъцебе школаби лъик1ал рук1ана, гьанже ругел школабазде данде ккуню	ɬabqʼogo sonaɬcebe školabi ɬik’al ruk’ana, hanže rugel školabazde dande kːun.			быть	ruk’ana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	112	65	[A doubts what her father has told her.]	[А сомневается в том, что ее отец ей рассказал.]	My father CLAIM that when he BE a child, schools BE better than nowadays. 	А: Мой отец СЧИТАТЬ что когда он БЫТЬ ребенок школы БЫТЬ лучше.	Дир инсуцацебе школаби лъик1ал рук1анилан абураб жоялда дун щаклъула. 	dir insucacebe školabi ɬik’al ruk’anilan aburab žojalda dun šːakɬula.			считать	aburab	participle	not p	other		1	Khunzakh	Avar	F		2016
pfq	113	65	[A doubts what her father has told her.]	[А сомневается в том, что ее отец ей рассказал.]	My father CLAIM that when he BE a child, schools BE better than nowadays. 	А: Мой отец СЧИТАТЬ что когда он БЫТЬ ребенок школы БЫТЬ лучше.	Дир инсуцацебе школаби лъик1ал рук1анилан абураб жоялда дун щаклъула. 	dir insucacebe školabi ɬik’al ruk’anilan aburab žojalda dun šːakɬula.			быть						1	Khunzakh	Avar	F		2016
pfq	114	65	[A doubts what her father has told her.]	[А сомневается в том, что ее отец ей рассказал.]	My father CLAIM that when he BE a child, schools BE better than nowadays. 	А: Мой отец СЧИТАТЬ что когда он БЫТЬ ребенок школы БЫТЬ лучше.	Дир инсуцацебе школаби лъик1ал рук1анилан абураб жоялда дун щаклъула. 	dir insucacebe školabi ɬik’al ruk’anilan aburab žojalda dun šːakɬula.			быть	ruk’anilan aburab	unclear	not p	unclear	quotative	1	Khunzakh	Avar	F		2016
pfq	115	66	[A does not believe what she has heard from her father; she only reports what he has told her.]	[А не верит в том, что ее отец ей рассказал, она только передает то, что он говорил.]	 A: When my father BE a child, schools BE better than nowadays.	А: Когда мой отец БЫТЬ ребенок, школы БЫТЬ лучше чем сегодня.   	Дир эмен гьит1инаб мехалъ школаби лъик1ал рук1анин бицунаан жакъа къоялде данде ккун.	dir emen hit’inab meχaɬ školabi ɬik’al ruk’anin bicunaan žaqʼa qʼojalde dande kːun.			быть						1	Khunzakh	Avar	F		2016
pfq	116	66	[A does not believe what she has heard from her father; she only reports what he has told her.]	[А не верит в том, что ее отец ей рассказал, она только передает то, что он говорил.]	 A: When my father BE a child, schools BE better than nowadays.	А: Когда мой отец БЫТЬ ребенок, школы БЫТЬ лучше чем сегодня.   	Дир эмен гьит1инаб мехалъ школаби лъик1ал рук1анин бицунаан жакъа къоялде данде ккун.	dir emen hit’inab meχaɬ školabi ɬik’al ruk’anin bicunaan žaqʼa qʼojalde dande kːun.			быть	ruk’anin bicunaan	unclear	not p	unclear		1	Khunzakh	Avar	F		2016
pfq	117	67	[Said by a person who has just heard about the event but has not seen it.]	[Сказано человеком который слышал о событии, но сам не видел.]	The king ARRIVE!	Король ПРИЕЗЖАТЬ!	Пача вач1ана.	pača wač’ana.			приезжать	wačana	aorist	perfect	not p		1	Khunzakh	Avar	F		2016
pfq	118	68	[As in 67.]	[Как 67.]	My sister just TELL me that the king ARRIVE.	Моя сестра только что мне РАССКАЗЫВАТЬ что король ПРИЕЗЖАТЬ.	Дида яцалъ гьабсаг1ат бицана пача вач1анин.	dida jacaɬ habsaʕat bicana pača wačʼanin.			рассказывать	bicana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	119	68	[As in 67.]	[Как 67.]	My sister just TELL me that the king ARRIVE.	Моя сестра только что мне РАССКАЗЫВАТЬ что король ПРИЕЗЖАТЬ.	Дида яцалъ гьабсаг1ат бицана пача вач1анин.	dida jacaɬ habsaʕat bicana pača wačʼanin.			приезжать	wačʼanin	masdar	perfect	other		1	Khunzakh	Avar	F		2016
pfq	120	69	[Investigating a burglary, seeing footprints beneath a window:]	[Расследуя кражу со взломом и видя следы (отпечатки ног) под окном:]	The thief ENTER the house by this window.	Вор вошел в в дом через это окно. 	Ц1огьор рокъове лъугьана гьаб гордухъан.	cʼohor roqʼowe ɬuhana hab gorduqːan. 			вошел	ɬuhana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	121	70	[A and B are not in the room in which B’s son has been doing his homework. Question: A: Is your son still doing his homework?]	[А и В не в комнате где сын В делал домашнее задание. Вопрос: А: Твой сын еще делает свое домашнее задание?]	B: No, (I think) he FINISH (it) by now (or: already). 	В: Нет (я думаю) он уже ЗАКАНЧИВАТЬ. 	Гьесул гьабун бахъунеб буго.	hesul habun baqːuneb bugo.			заканчивать	habun baquneb bugo	unclear	perfect	unclear		1	Khunzakh	Avar	F		2016
pfq	122	71	[An archaeologist, having investigated an excavation site, says:]	[Археолог, который исследовал раскопки, говорит:]	This BE a huge city.	Это ЕСТЬ огромный город. 	Гьаб буго к1удияб шагьар.	hab bugo k’udijab šahar.			есть	buk’un bugo	perfect	not p	perfect		1	Khunzakh	Avar	F		2016
pfq	123	72	[An archaeologist, having investigated an excavation site, says:]	[Тот же археолог говорит:]	This city BE DESTROYED about three thousands years ago.	Этот город БЫТЬ УНИЧТОЖЕН примерно три тысячи лет назад. 	Гьаб шагьар бихизабун батула лъабазарго соналъцебе.	hab šahar biχizabun batula ɬabazargo sonaɬcebe.			быть уничтожен	biχizabun batula	present	perfect	other	find	1	Khunzakh	Avar	F		2016
pfq	124	73	[A guide, showing ruins to tourists:]	[Гид, который показывает туристам руины, говорит:]	This BE a huge city.	Это БЫТЬ огромный город. 	Гьаб бук1ун буго к1удияб шагьар.	hab buk’un bugo k’udijab šahar.			быть	buk’un bugo	perfect	not p	perfect		1	Khunzakh	Avar	F		2016
pfq	125	74	[A guide, showing ruins to tourists:]	[Тот же гид:]	This city BE DESTROYED about three thousands years ago.	Этот город БЫТЬ УНИЧТОЖЕН примерно три тысячи лет назад. 	Гьаб шагьар бихизабун бук1ун буго лъабазарго соналъцебе.	hab šahar biχizabun buk’un bugo ɬabazargo sonaɬcebe.			быть уничтожен	biχizabun buk’un bugo	perfect_pluperfect	perfect	perfect	biχizabun may be variation of biχize habun 	1	Khunzakh	Avar	F		2016
pfq	126	75	[A’s sister finished writing two letters just before A came home. A tells:]	[Сестра А написала два письма до того как А пришла домой. А рассказывает:]	When I COME home yesterday, my sister WRITE two letters. 	Вчера когда я ПРИХОДИТЬ домой, моя сестра ПИСАТЬ два письма.	Сон дун роцой йач1арай мехалъ, дир яцалъ хъвана к1иго кагъат.	son dun rocoj jačʼaraj meχaɬ, dir jacaɬ qwana k’igo kaʁat. 			приходить	jačʼaraj	participle	not p	other		1	Khunzakh	Avar	F		2016
pfq	127	75	[A’s sister finished writing two letters just before A came home. A tells:]	[Сестра А написала два письма до того как А пришла домой. А рассказывает:]	When I COME home yesterday, my sister WRITE two letters. 	Вчера когда я ПРИХОДИТЬ домой, моя сестра ПИСАТЬ два письма.	Сон дун роцой йач1арай мехалъ, дир яцалъ хъвана к1иго кагъат.	son dun rocoj jačʼaraj meχaɬ, dir jacaɬ qwana k’igo kaʁat. 			 писать	qwana	aorist	pluperfect	not p		1	Khunzakh	Avar	F		2016
pfq	128	76	[A’s sister was not at home when A arrived. Question: Did you find your sister at home? A answers:]	[Сестра А не была дома когда а пришла. Вопрос: Твоя сестра была дома? А отвечает:]	No, I did not (find her). She LEAVE. 	Нет, (не была). Она УХОДИТЬ.	Йик1инч1о. Дой ана.	jik’inč’o. doj ana.			уходить	ana	aorist	pluperfect	not p		1	Khunzakh	Avar	F		2016
pfq	129	77	[A meets B’s sister. Later A moves to the town where B and B’s sister live. Still later, B asks A: When you came to this town a year ago, did you know my sister? A answers:]	[А знакомится с сестрой В. Потом А перезжает в город где живут В и ее сестра. В спрашивает: когда ты сюда приехала в этот город, ты знала мою сестру. А отвечает:]	Yes, I MEET her.	Да, я ЗНАКОМИТЬСЯ с ней.	У, дица гьелъулгун лъай-хъвай гьабуна.	u, dica heɬulgun ɬaj-qwaj habuna.			знакомиться	ɬaj-qwaj habuna	aorist	pluperfect	not p		1	Khunzakh	Avar	F		2016
pfq	130	78	[Question: Why did you believe what she told you about Paris? Note: use BE or VISIT or whatever is most natural in L.]	[Вопрос: Почему ты верил в том, что она тебе рассказывала про Париж?]	Answer: I BELIEVE her, because she BE to (VISIT) Paris. 	Ответ: Я ВЕРИТЬ ей, потому что она БЫТЬ (ПОСЕЩАТЬ) Париж. 	Дун гьелда божула, щай гурелъул гьей йик1ана Парижалда.	dun helda božula, šːaj gureɬul hej jik’ana Parižalda.			верить	božula	present 	not p	other		1	Khunzakh	Avar	F		2016
pfq	131	78	[Question: Why did you believe what she told you about Paris? Note: use BE or VISIT or whatever is most natural in L.]	[Вопрос: Почему ты верил в том, что она тебе рассказывала про Париж?]	Answer: I BELIEVE her, because she BE to (VISIT) Paris. 	Ответ: Я ВЕРИТЬ ей, потому что она БЫТЬ (ПОСЕЩАТЬ) Париж. 	Дун гьелда божула, щай гурелъул гьей йик1ана Парижалда.	dun helda božula, šːaj gureɬul hej jik’ana Parižalda.			быть/посещать	jik’ana	aorist	pluperfect	not p		1	Khunzakh	Avar	F		2016
pfq	132	79	[The speaker used to meet his friend once a week, but nowadays he does not see him at all. “The film” refers to a different film each time:]	[Вы раньше каждую неделю встречались с одним другом который очень любил смотреть фильмы, но вы его сейчас никогда больше не видите.]	Every time I MEET him in those years, he TELL me about the film he just SEE. 	Каждый раз когда я ВСТРЕЧАТЬСЯ с ним в те годы, он РАССКАЗЫВАТЬ про (какой-то) фильм который он недавно ВИДЕТЬ.	Дида гьевцебе данд ч1вараб мехалъ, гьес кидаго бицунаан жиндаго бихарабц1ияб киноялъул.	dida hewcebe dand čʼwarab meχaɬ, hes kidago bicunaan žindago biχarabcʼijab kinojaɬul. 			встречаться	čʼwarab	participle	not p	other		1	Khunzakh	Avar	F		2016
pfq	133	79	[The speaker used to meet his friend once a week, but nowadays he does not see him at all. “The film” refers to a different film each time:]	[Вы раньше каждую неделю встречались с одним другом который очень любил смотреть фильмы, но вы его сейчас никогда больше не видите.]	Every time I MEET him in those years, he TELL me about the film he just SEE. 	Каждый раз когда я ВСТРЕЧАТЬСЯ с ним в те годы, он РАССКАЗЫВАТЬ про (какой-то) фильм который он недавно ВИДЕТЬ.	Дида гьевцебе данд ч1вараб мехалъ, гьес кидаго бицунаан жиндаго бихарабц1ияб киноялъул.	dida hewcebe dand čʼwarab meχaɬ, hes kidago bicunaan žindago biχarabcʼijab kinojaɬul. 			рассказывать 	bicunaan	habitual	not p	other		1	Khunzakh	Avar	F		2016
pfq	134	79	[The speaker used to meet his friend once a week, but nowadays he does not see him at all. “The film” refers to a different film each time:]	[Вы раньше каждую неделю встречались с одним другом который очень любил смотреть фильмы, но вы его сейчас никогда больше не видите.]	Every time I MEET him in those years, he TELL me about the film he just SEE. 	Каждый раз когда я ВСТРЕЧАТЬСЯ с ним в те годы, он РАССКАЗЫВАТЬ про (какой-то) фильм который он недавно ВИДЕТЬ.	Дида гьевцебе данд ч1вараб мехалъ, гьес кидаго бицунаан жиндаго бихарабц1ияб киноялъул.	dida hewcebe dand čʼwarab meχaɬ, hes kidago bicunaan žindago biχarabcʼijab kinojaɬul. 			видеть	bixarab	participle	pluperfect	other		1	Khunzakh	Avar	F		2016
pfq	135	80	[Looking at a house.]	[Смотря на какой-то дом.]	Who BUILD this house?	Кто СТРОИТЬ этот дом?	Лъица гьаб рухъ балеб бугеб?	ɬica hab ruqʼ baleb bugeb?			строить	baleb bugeb	participle_present	not p	other		1	Khunzakh	Avar	F		2016
pfq	136	81	[Looking at a picture of a house which has been torn down.]	[Смотря на фотографию дома, который сейчас уже снесли.]	Who BUILD this house?	Кто СТРОИТЬ этот дом?	Лъица гьаб рукъ бан бук1ана?	ɬica hab ruqʼ ban buk’ana?			строить	ban buk’ana	aorist_pluperfect	pluperfect	not p		1	Khunzakh	Avar	F		2016
