survey	id	sentence_nr	context	sentence	translat_original	translit_morph	gloss	translation	target_verb	target_trans	expected	given	speaker	idiom	language	gender	birthyear	date	comment
es	40	7	В конце января по телевизору в Махачкале сообщили, что в Москве шел снег. Возвращаясь в село, вы говорите водителю маршрутки:	В Москве снова снег, значит, у нас через неделю тоже будет.	москваялда нахъего г1азо бан буго, анкьидасан г1азо нилъер гьанибги бук1уна.	moskwajalda naqego ʕazo ban bugo, anƛ’idasan ʕazo niɬer hanibgi buk’una.			снег	ban bugo	perfect	perfect	1	?	Avar	F	?	9.2016	
es	41	8	Вас спрашивают какое у вас мнение о новом главе района. Лично вы его не знаете, но люди отзываются о нем хорошо. Как вы скажете:	Говорят, он честный человек. Но один честный человек ничего не изменит.	бицунеб рач1ана кверги рак1ги бац1араб чи вугила. амма, цо чиясул жо кколаро.	bicuneb rač’ana kʷergi rak’gi bac’arab či wugila. amma, co čijasul žo kːolaro.			честный человек	bac’arab či wugila	other	other	1	?	Avar	F	?	9.2016	
es	42	9	К вам приехал двоюродный брат из города, которого вы уже очень давно не видели. Он спрашивает, «Какие новости?» а вы ему расскажете о событиях у вас	В соседнем селе школу разрушили, а у нас тут у соседей дочка родилась.	мадогьалехъ бугеб росолъ школа бихана, нилъер мадогьалалъе гьайуна яс.	madohaleq bugeb rosoɬ škola biχana, niɬer madohalaɬe hajuna jas.			разрушили	biχana	perfect	past	1	?	Avar	F	?	9.2016	
es	43	9	К вам приехал двоюродный брат из города, которого вы уже очень давно не видели. Он спрашивает, «Какие новости?» а вы ему расскажете о событиях у вас	В соседнем селе школу разрушили, а у нас тут у соседей дочка родилась.	мадогьалехъ бугеб росолъ школа бихана, нилъер мадогьалалъе гьайуна яс.	madohaleq bugeb rosoɬ škola biχana, niɬer madohalaɬe hajuna jas.			родилась	hajuna	perfect	past	1	?	Avar	F	?	9.2016	
es	44	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно)	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дида бицана гьадинаб хабар. росолъе рач1ана масквичалги корреспонденталги. нилъер росолъ бук1ана берт1ин, масквичалги корреспонденталги ах1ана. рач1ана кваназеги кванана.	dida bicana hadinab χabar. rosoɬe račʼana maskwitčalgi korrespondentalgi. niɬer rosoɬ buk'ana bert'in, maskwičalgi korrespondentalgi aħana. račʼana kwanazegi kwanana. aχiralda lezginka qʼːurdana.			рассказывали	bicana	past	past	1	?	Avar	F	?	9.2016	
es	45	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно)	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дида бицана гьадинаб хабар. росолъе рач1ана масквичалги корреспонденталги. нилъер росолъ бук1ана берт1ин, масквичалги корреспонденталги ах1ана. рач1ана кваназеги кванана.	dida bicana hadinab χabar. rosoɬe račʼana maskwitčalgi korrespondentalgi. niɬer rosoɬ buk'ana bert'in, maskwičalgi korrespondentalgi aħana. račʼana kwanazegi kwanana. aχiralda lezginka qʼːurdana.			приехали	rač’ana	perfect	past	1	?	Avar	F	?	9.2016	
es	46	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно)	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дида бицана гьадинаб хабар. росолъе рач1ана масквичалги корреспонденталги. нилъер росолъ бук1ана берт1ин, масквичалги корреспонденталги ах1ана. рач1ана кваназеги кванана.	dida bicana hadinab χabar. rosoɬe račʼana maskwitčalgi korrespondentalgi. niɬer rosoɬ buk'ana bert'in, maskwičalgi korrespondentalgi aħana. račʼana kwanazegi kwanana. aχiralda lezginka qʼːurdana.			говорили		perfect		1	?	Avar	F	?	9.2016	
es	47	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно)	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дида бицана гьадинаб хабар. росолъе рач1ана масквичалги корреспонденталги. нилъер росолъ бук1ана берт1ин, масквичалги корреспонденталги ах1ана. рач1ана кваназеги кванана.	dida bicana hadinab χabar. rosoɬe račʼana maskwitčalgi korrespondentalgi. niɬer rosoɬ buk'ana bert'in, maskwičalgi korrespondentalgi aħana. račʼana kwanazegi kwanana. aχiralda lezginka qʼːurdana.			была	buk'ana	perfect	past	1	?	Avar	F	?	9.2016	
es	48	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно)	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дида бицана гьадинаб хабар. росолъе рач1ана масквичалги корреспонденталги. нилъер росолъ бук1ана берт1ин, масквичалги корреспонденталги ах1ана. рач1ана кваназеги кванана.	dida bicana hadinab χabar. rosoɬe račʼana maskwitčalgi korrespondentalgi. niɬer rosoɬ buk'ana bert'in, maskwičalgi korrespondentalgi aħana. račʼana kwanazegi kwanana. aχiralda lezginka qʼːurdana.			пригласили	aħana	perfect	past	1	?	Avar	F	?	9.2016	
es	49	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно)	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дида бицана гьадинаб хабар. росолъе рач1ана масквичалги корреспонденталги. нилъер росолъ бук1ана берт1ин, масквичалги корреспонденталги ах1ана. рач1ана кваназеги кванана.	dida bicana hadinab χabar. rosoɬe račʼana maskwitčalgi korrespondentalgi. niɬer rosoɬ buk'ana bert'in, maskwičalgi korrespondentalgi aħana. račʼana kwanazegi kwanana. aχiralda lezginka qʼːurdana.			зашли	rač’ana	perfect	past	1	?	Avar	F	?	9.2016	
es	50	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно)	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дида бицана гьадинаб хабар. росолъе рач1ана масквичалги корреспонденталги. нилъер росолъ бук1ана берт1ин, масквичалги корреспонденталги ах1ана. рач1ана кваназеги кванана.	dida bicana hadinab χabar. rosoɬe račʼana maskwitčalgi korrespondentalgi. niɬer rosoɬ buk'ana bert'in, maskwičalgi korrespondentalgi aħana. račʼana kwanazegi kwanana. aχiralda lezginka qʼːurdana.			покушали	kʷanana	perfect	past	1	?	Avar	F	?	9.2016	
es	51	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно)	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дида бицана гьадинаб хабар. росолъе рач1ана масквичалги корреспонденталги. нилъер росолъ бук1ана берт1ин, масквичалги корреспонденталги ах1ана. рач1ана кваназеги кванана.	dida bicana hadinab χabar. rosoɬe račʼana maskwitčalgi korrespondentalgi. niɬer rosoɬ buk'ana bert'in, maskwičalgi korrespondentalgi aħana. račʼana kwanazegi kwanana. aχiralda lezginka qʼːurdana.			танцевали	q’ːurdana	perfect	past	1	?	Avar	F	?	9.2016	
es	52	11	Вы рассказываете про сон, который вам приснился.	Вчера мне такой сон приснился. Я летела над горами как птица. Потом вспомнила что не умею летать, и сразу же упала. Как коснулась земли я проснулась.	сон дида макъо бихана. дун йоржуне йик1ана муг1рузда т1асан х1инч1 аг1дин. дида рак1алде швана йоржуне лъалареблъи дур хехго г1одое йортана. ракъалда хъвайгун дур йорч1ана. 	son dida maqʼo biχana. dun jorʒune jik'ana muʕruzda t'asan ħinč’ aʕdin. dida rak'alde šwana jorʒune ɬalarebɬi dur χeχgo ʕodoje jortana. raqʼalda  qʷajgun dur jorč’ana. 			приснился	maq’o biχana	past	past	1	?	Avar	F	?	9.2016	
es	53	11	Вы рассказываете про сон, который вам приснился.	Вчера мне такой сон приснился. Я летела над горами как птица. Потом вспомнила что не умею летать, и сразу же упала. Как коснулась земли я проснулась.	сон дида макъо бихана. дун йоржуне йик1ана муг1рузда т1асан х1инч1 аг1дин. дида рак1алде швана йоржуне лъалареблъи дур хехго г1одое йортана. ракъалда хъвайгун дур йорч1ана. 	son dida maqʼo biχana. dun jorʒune jik'ana muʕruzda t'asan ħinč’ aʕdin. dida rak'alde šwana jorʒune ɬalarebɬi dur χeχgo ʕodoje jortana. raqʼalda  qʷajgun dur jorč’ana. 			летела	joržune jik’ana	perfect	past	1	?	Avar	F	?	9.2016	
es	54	11	Вы рассказываете про сон, который вам приснился.	Вчера мне такой сон приснился. Я летела над горами как птица. Потом вспомнила что не умею летать, и сразу же упала. Как коснулась земли я проснулась.	сон дида макъо бихана. дун йоржуне йик1ана муг1рузда т1асан х1инч1 аг1дин. дида рак1алде швана йоржуне лъалареблъи дур хехго г1одое йортана. ракъалда хъвайгун дур йорч1ана. 	son dida maqʼo biχana. dun jorʒune jik'ana muʕruzda t'asan ħinč’ aʕdin. dida rak'alde šwana jorʒune ɬalarebɬi dur χeχgo ʕodoje jortana. raqʼalda  qʷajgun dur jorč’ana. 			вспомнила	rak’alde šwana	perfect	past	1	?	Avar	F	?	9.2016	
es	55	11	Вы рассказываете про сон, который вам приснился.	Вчера мне такой сон приснился. Я летела над горами как птица. Потом вспомнила что не умею летать, и сразу же упала. Как коснулась земли я проснулась.	сон дида макъо бихана. дун йоржуне йик1ана муг1рузда т1асан х1инч1 аг1дин. дида рак1алде швана йоржуне лъалареблъи дур хехго г1одое йортана. ракъалда хъвайгун дур йорч1ана. 	son dida maqʼo biχana. dun jorʒune jik'ana muʕruzda t'asan ħinč’ aʕdin. dida rak'alde šwana jorʒune ɬalarebɬi dur χeχgo ʕodoje jortana. raqʼalda  qʷajgun dur jorč’ana. 			упала	jortana	perfect	past	1	?	Avar	F	?	9.2016	
es	56	11	Вы рассказываете про сон, который вам приснился.	Вчера мне такой сон приснился. Я летела над горами как птица. Потом вспомнила что не умею летать, и сразу же упала. Как коснулась земли я проснулась.	сон дида макъо бихана. дун йоржуне йик1ана муг1рузда т1асан х1инч1 аг1дин. дида рак1алде швана йоржуне лъалареблъи дур хехго г1одое йортана. ракъалда хъвайгун дур йорч1ана. 	son dida maqʼo biχana. dun jorʒune jik'ana muʕruzda t'asan ħinč’ aʕdin. dida rak'alde šwana jorʒune ɬalarebɬi dur χeχgo ʕodoje jortana. raqʼalda  qʷajgun dur jorč’ana. 			проснулась	jorč’ana	perfect	past	1	?	Avar	F	?	9.2016	
es	57	1	Вы шли по улице, как вдруг увидели бегущего молодого человека, с дамской сумкой на руках, за которым бегут два полицейских. Вы видите, как полицейские его в конце концов догоняют и арестовывают. На следующий день вы встречаете соседа и рассказываете о том, что видели:	Иду я вчера по улице, и вдруг мимо меня бежит молодой парень, а за ним полицейские. Он быстро бежал, но в конце концов они его поймали.	вуине сунни ден микьавокку, дич1у лъерукку гьелий вуон сев моч1и. гьегешч1у вехуду т1арир милицол. гьегев хехи вуч1ун гьегелуди вуччи.	w-uʔin-ne sunni den miq’a-wo-kːu di-č’u ɬeru-kːu heli-j w-uʔon se-w moč’i. hegešː-č’u w-eχudu t’arir milicol. hege-w χeχi w-uč’-un hegelu-di w-učːi.	m-go-hab yesterday 1sg road-m.?-el 1sg-cont near-el run-cvb m-go.aor one-m child. dem.m-cont m-behind ? police.pl. dem-m fast m-?-cvb dem.pl-erg m-catch.aor		поймали	w-učːi	past	past	1	Zilo	Andi	M	?	9.2016	
es	58	2	Вернувшись домой, вы сразу чувствуете запах тухлого мяса, которое, наверное, где-то на кухне. Ясно, что мясо испортилось. Как вы бы сказали жене:	Эх, жена, мясо протухло! Другая еда есть?	ей, йошик1ва, рикьи бич1ой! себло мугьу джиле?	ej, jošik’ʷa riƛ’i b-ič’o-j! se-b=lo muhu dži=le?	hey, wife meat inan1-spoil-pf! one-inan1=add food cop=q		протухло	b-ič’o-j	perfect	perfect	1	Zilo	Andi	M	?	9.2016	
es	59	3	Вы и знакомый встречаете в лесу человека, который спит на только что снятой шкуре медведя. Рядом лежит свежая туша. Как вы скажете своему знакомому:	Он убил медведя, а ведь охота запрещена.	гьедешди джаби сей, чанахъанлъир гьукъуниб бик1оболло. 	hedešː-di džabi sej, čanaqan-ɬi-r huq’unib b-ik’o-bollo	dem.m-erg hit.aor bear, hunter-inch-msd ? inan1-be.aor-indef		убил	džabi	perfect	past	1	Zilo	Andi	M	?	9.2016	
es	60	4	Вы просыпаетесь и смотрите из окна. Вчера ваша жена попросила сегодня сходить на рынок, а вы, смотря из окна видите, что на улице все мокро. Как вы в таком случае сказали бы	Ночью был дождь, я никуда не пойду, нет хорошей обуви.	лъакьу ц1ц1а ригъи, ден себгулолди вуинесса, су шуб нассил.	ɬaƛ’u c’ːa r-iʁi den se-b=gu=lol-di w-uʔinne-sːa, sːu šu-b nasːil 	yesterday_night rain inan2-be.aor 1sg one-inan1=emph=add-lat m-go-neg.fut neg good-inan1 shoes		был	r-iʁi	perfect	past	1	Zilo	Andi	M	?	9.2016	если ригъий — дождь перестал.
es	61	1	Вы шли по улице, как вдруг увидели бегущего молодого человека, с дамской сумкой на руках, за которым бегут два полицейских. Вы видите, как полицейские его в конце концов догоняют и арестовывают. На следующий день вы встречаете соседку и рассказываете о том, что видели:	Иду я вчера по улице, и вдруг мимо меня бежит молодой парень, а за ним полицейские. Он быстро бежал , но в конце концов они его поймали.	сунни ден йиине йигъи къват1илакку. инуккуболло ц1инич1игу гьелий дио олокъан моч1и вуо, гьегешч1у вехуду милицолло вогъи. гьегев хехи гьели икьилло гьегев вуччи.	sunni den j-iʔin-ne j-iʁi qː'wat'i-la-kːu. inu-kːu-bollo cʼinni-č'igu heli-j di-ʔo oloqː'an moč'i w-uʔo, hegešː-č'u w-eχudu milicol=lo w-oʁi. hege-w χeχi heli iƛʼillo hege-w w-učːi.	yesterday 1sg f-go-hab f-be.aor street-in-el. where-el-indef know-neg.cvb run-cvb 1sg-sup.lat young child m-go.aor, dem.m-cont m-after policeman.pl=add m-pl.be.aor. dem-m fast run.aor ? dem-m m-catch.aor		поймали	w-učːi	past	past	2	Zilo	Andi	F	?	9.2016	
es	62	2	Вы заходите в гости к сестре, и когда входите в дом вы сразу чувствуете запах тухлого мяса, которое, наверное, где-то на кухне. Ясно, что мясо испортилось. Как вы бы сказали сестре:	Эх, у тебя мясо протухло! Надо его выкинуть.	огь, дуб рикьи шанохуй! шамери букуя гьеб.	oh, du-b riƛ’i šanoχu-j! šamm-eri bukːu-ja he-b.	oh, 2sg-inan1[gen] meat spoil-pf throw-inf must-fut dem-inan1		протухло	šanoχu-j	perfect	perfect	2	Zilo	Andi	F	?	9.2016	
es	63	3	Вы пошли в лес вместе с сыном собирать ягоды, и там встречаете в лесу человека, который спит на только что снятой шкуре медведя. Рядом лежит свежая туша. Вы этим удивляетесь и говорите своему сыну:	Он убил медведя, а ведь охота запрещена!	гьегешди джаби сей, чанаанлъир лъесса бик1ороди.	hegešː-di džabi sej,  čanaqːaɬir ɬe-sːa b-ik'o-rodi.	dem.m-erg hit.aor bear, hunting ?-neg.fut inan1-be.aor-because		убил	džabi	perfect	past	2	Zilo	Andi	F	?	9.2016	It seems the consultant did not quite understand what I wanted to elicit.
es	64	6	Вы видите на улице много милиции и перекрыли несколько улиц. Вы спрашиваете у прохожего – почему? Он говорит, что в город приехали важные гости. А вы сегодня собирались зайти в магазин с матерью. Как вы, вернувшись домой, сказали бы ей	В город приехало начальство, лучше попозже зайдем.	городил о воой х1акимадул шуб оншило вообор	gorodil-ʔo w-oʔo-j ħakimadul šu-b onšilo w-oʔo-bor	city-sup.lat m-pl.go-pf official.pl good-inan1 then m-pl.go-cond		приехало	w-oʔo-j	perfect	perfect	2	Zilo	Andi	F	?	9.2016	
es	65	7	В конце января по телевизору в Махачкале сообщили, что в Москве шел снег. Возвращаясь в село, вы говорите водителю маршрутки:	В Москве снова снег, значит, у нас через неделю тоже будет.	масквал а гьинджелло анзи гьиндже гьокьул акку илъихалло рик1уя анзи.	maskwal-ʔa hindžello anzi hindže hoƛ’ula-kːu iƛi-χa=lo r-ik’u-ja anzi	moscow-sup again snow so week-el 1pl.incl-ad=add inan2-be-fut snow		снег		perfect	other	2	Zilo	Andi	F	?	9.2016	
es	66	8	Вас спрашивают какое у вас мнение о новом главе района. Лично вы его не знаете, но люди отзываются о нем хорошо. Как вы скажете: 	Говорят, он честный человек. Но один честный человек ничего не изменит.	рулъе сев бужурулъи джиб гьек1ва сев гьешди себгулло бершолесса.	ruƛ-e se-w bužuru-ɬi dži-b hek’ʷa se-w hešː-di se-b=gu=lo b-eršole-sːa	say-hab one-m believe-? cop-ptcp person one-m dem.m-erg one-inan1=emph=add inan1-change-neg.fut		честный человек	bužuru-ɬi dži-b	other	other	2	Zilo	Andi	F	?	9.2016	
es	67	9	К вам приехал двоюродный брат из города, которого вы уже очень давно не видели. Он спрашивает, «Какие новости?» а вы ему расскажете о событиях у вас:	В соседнем селе школу разрушили, а у нас тут у соседей дочка родилась. 	мадугьал асси гьонлъиси ушкул бихолъий, а ищиха гьолъу мадугьалшха йоши джидий.	maduhal asːi hon-ƛi-sːi uškul b-iχ-oɬi-j, a išːi-χa hoɬu maduhalš-χa joši džidi-j	neighbor ? village-inter-atr school inan1-?-caus.pst-pf but 1pl.excl here neighbor.m-ad girl make-pf		разрушили	b-iχ-oɬi-j	perfect	perfect	2	Zilo	Andi	F	?	9.2016	Аорист: удивление, с радостью рассказывает. Перфект: случилось и всё.
es	68	9	К вам приехал двоюродный брат из города, которого вы уже очень давно не видели. Он спрашивает, «Какие новости?» а вы ему расскажете о событиях у вас:	В соседнем селе школу разрушили, а у нас тут у соседей дочка родилась. 	мадугьал асси гьонлъиси ушкул бихолъий, а ищиха гьолъу мадугьалшха йоши джидий.	maduhal asːi hon-ƛi-sːi uškul b-iχ-oɬi-j, a išːi-χa hoɬu maduhalš-χa joši džidi-j	neighbor ? village-inter-atr school inan1-?-caus.pst-pf but 1pl.excl here neighbor.m-ad girl make-pf		родилась	džidi-j	perfect	perfect	2	Zilo	Andi	F	?	9.2016	
es	69	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно):	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дии боссон себ хабар. гьонлъи икьи солболло воо уруссол, карреспандентол боссомадо вогъи. ишиха гьонлъи бигъи рехин гьегевуло къори. воо гьегевул воконно кьибдиёлло дано вуон.	di-j bosːon se-b χabar. hon-ƛi iƛ’i solbollo w-oʔo urusːol, karrespandentol bosːo-mado w-oʁi. išːi-χa hon-ƛi b-iʁi reχin hege-w-ul=lo q’ori. w-oʔo hege-w-ul w-okon-no ƛ’ibdi-jol=lo dan=no w-uʔon.	1sg-dat tell.aor one-inan1 story. village-inter ? ? m-pl.come.aor russian.pl, correspondent.pl tell-prog m-pl.be.aor. 1pl.excl-ad village-inter inan1-be wedding dem-m-pl=add call.aor. m-pl.come.aor dem-m-pl m-pl.eat-? dance-?-add thing=add m-go.aor		рассказывали	bosːon	past	past	2	Zilo	Andi	F	?	9.2016	
es	70	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно):	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дии боссон себ хабар. гьонлъи икьи солболло воо уруссол, карреспандентол боссомадо вогъи. ишиха гьонлъи бигъи рехин гьегевуло къори. воо гьегевул воконно кьибдиёлло дано вуон.	di-j bosːon se-b χabar. hon-ƛi iƛ’i solbollo w-oʔo urusːol, karrespandentol bosːo-mado w-oʁi. išːi-χa hon-ƛi b-iʁi reχin hege-w-ul=lo q’ori. w-oʔo hege-w-ul w-okon-no ƛ’ibdi-jol=lo dan=no w-uʔon.	1sg-dat tell.aor one-inan1 story. village-inter ? ? m-pl.come.aor russian.pl, correspondent.pl tell-prog m-pl.be.aor. 1pl.excl-ad village-inter inan1-be wedding dem-m-pl=add call.aor. m-pl.come.aor dem-m-pl m-pl.eat-? dance-?-add thing=add m-go.aor		приехали	w-oʔo	perfect	past	2	Zilo	Andi	F	?	9.2016	
es	71	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно):	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дии боссон себ хабар. гьонлъи икьи солболло воо уруссол, карреспандентол боссомадо вогъи. ишиха гьонлъи бигъи рехин гьегевуло къори. воо гьегевул воконно кьибдиёлло дано вуон.	di-j bosːon se-b χabar. hon-ƛi iƛ’i solbollo w-oʔo urusːol, karrespandentol bosːo-mado w-oʁi. išːi-χa hon-ƛi b-iʁi reχin hege-w-ul=lo q’ori. w-oʔo hege-w-ul w-okon-no ƛ’ibdi-jol=lo dan=no w-uʔon.	1sg-dat tell.aor one-inan1 story. village-inter ? ? m-pl.come.aor russian.pl, correspondent.pl tell-prog m-pl.be.aor. 1pl.excl-ad village-inter inan1-be wedding dem-m-pl=add call.aor. m-pl.come.aor dem-m-pl m-pl.eat-? dance-?-add thing=add m-go.aor		говорили	bosːo-mado w-oʁi	perfect	other	2	Zilo	Andi	F	?	9.2016	
es	72	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно):	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дии боссон себ хабар. гьонлъи икьи солболло воо уруссол, карреспандентол боссомадо вогъи. ишиха гьонлъи бигъи рехин гьегевуло къори. воо гьегевул воконно кьибдиёлло дано вуон.	di-j bosːon se-b χabar. hon-ƛi iƛ’i solbollo w-oʔo urusːol, karrespandentol bosːo-mado w-oʁi. išːi-χa hon-ƛi b-iʁi reχin hege-w-ul=lo q’ori. w-oʔo hege-w-ul w-okon-no ƛ’ibdi-jol=lo dan=no w-uʔon.	1sg-dat tell.aor one-inan1 story. village-inter ? ? m-pl.come.aor russian.pl, correspondent.pl tell-prog m-pl.be.aor. 1pl.excl-ad village-inter inan1-be wedding dem-m-pl=add call.aor. m-pl.come.aor dem-m-pl m-pl.eat-? dance-?-add thing=add m-go.aor		была	b-iʁi	perfect	past	2	Zilo	Andi	F	?	9.2016	
es	73	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно):	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дии боссон себ хабар. гьонлъи икьи солболло воо уруссол, карреспандентол боссомадо вогъи. ишиха гьонлъи бигъи рехин гьегевуло къори. воо гьегевул воконно кьибдиёлло дано вуон.	di-j bosːon se-b χabar. hon-ƛi iƛ’i solbollo w-oʔo urusːol, karrespandentol bosːo-mado w-oʁi. išːi-χa hon-ƛi b-iʁi reχin hege-w-ul=lo q’ori. w-oʔo hege-w-ul w-okon-no ƛ’ibdi-jol=lo dan=no w-uʔon.	1sg-dat tell.aor one-inan1 story. village-inter ? ? m-pl.come.aor russian.pl, correspondent.pl tell-prog m-pl.be.aor. 1pl.excl-ad village-inter inan1-be wedding dem-m-pl=add call.aor. m-pl.come.aor dem-m-pl m-pl.eat-? dance-?-add thing=add m-go.aor		пригласили	q’ori	perfect	past	2	Zilo	Andi	F	?	9.2016	
es	74	10	Вы были у родственников в Махачкале и когда вы вернулись в село вам рассказывали о том, что произошло когда вас не было. Потом родственники вам звонят спросить как доехали, и вы перерассказываете следующую историю (перевести все предложения отдельно):	Мне рассказывали такую историю. В село приехали какие-то москвичи, корреспонденты говорили. А у нас в селе была свадьба, их тоже пригласили. И зашли они, покушали. Даже лезгинку танцевали.	дии боссон себ хабар. гьонлъи икьи солболло воо уруссол, карреспандентол боссомадо вогъи. ишиха гьонлъи бигъи рехин гьегевуло къори. воо гьегевул воконно кьибдиёлло дано вуон.	di-j bosːon se-b χabar. hon-ƛi iƛ’i solbollo w-oʔo urusːol, karrespandentol bosːo-mado w-oʁi. išːi-χa hon-ƛi b-iʁi reχin hege-w-ul=lo q’ori. w-oʔo hege-w-ul w-okon-no ƛ’ibdi-jol=lo dan=no w-uʔon.	1sg-dat tell.aor one-inan1 story. village-inter ? ? m-pl.come.aor russian.pl, correspondent.pl tell-prog m-pl.be.aor. 1pl.excl-ad village-inter inan1-be wedding dem-m-pl=add call.aor. m-pl.come.aor dem-m-pl m-pl.eat-? dance-?-add thing=add m-go.aor		зашли	w-oʔo	perfect	past	2	Zilo	Andi	F	?	9.2016	
