survey	id	sentence_nr	context	sentence	translat_original	translit_morph	gloss	translation	target_verb	target_trans	form_label	exp	given	speaker	idiom	language	gender	birthyear	date	comment
pn	353	1	indirect	Мне рассказывали, что однажды моя бабушка шла по лесу, собирала ягоды. 	дихъи босоно бигъи иши йеч1уха ила решдуло йонно решул1и пихъи бак1арума игъино 	di-qi bosono b-iʁi iši j-eč'uχa ila reš-du=lo j-onno rešu-ƛi piqi b-ak'aru-ma iʁi=no	1sg-instr tell.cvb n-be.aor 1pl.excl f-big mother forest-lat=add f-go.cvb forest-inter fruit n-gather-hab be=add		go	йонно	perfect	other	perfect	NNA	Muni	Andi	M	1970	8.2017	
pn	354	1	indirect	Мне рассказывали, что однажды моя бабушка шла по лесу, собирала ягоды. 	дихъи босоно бигъи иши йеч1уха ила решдуло йонно решул1и пихъи бак1арума игъино 	di-qi bosono b-iʁi iši j-eč'uχa ila reš-du=lo j-onno rešu-ƛi piqi b-ak'aru-ma iʁi=no	1sg-instr tell.cvb n-be.aor 1pl.excl f-big mother forest-lat=add f-go.cvb forest-inter fruit n-gather-hab be=add		tell	босоно бигъи	unclear	other	other	NNA	Muni	Andi	M	1970	8.2017	
pn	368	1	direct	Несколько лет назад мы с братом шли по лесу и собирали ягоды. 	чомло решин седу денно воццило воъонний решл1илоду ч1ат1и рак1арун	čom=lo rešin sedu den=no wocːi=lo w-oʔonni-j reš-ƛi=lodu č’at’i r-ak’arun	some=Add year ago 1Sg=Add brother=Add M-Pl.go-Cvb forest-Inter=Sbr blackcurrant Inantwo-gather.Aor		gather	рак1арун	aorist	other	past	Z	Zilo	Andi	F	NA	8.2017	
pn	369	1	direct	Несколько лет назад мы с братом шли по лесу и собирали ягоды. 	чомло решин седу денно воццило воъонний решл1илоду ч1ат1и рак1арун	čom=lo rešin sedu den=no wocːi=lo w-oʔonni-j reš-ƛi=lodu č’at’i r-ak’arun	some=Add year ago 1Sg=Add brother=Add M-Pl.go-Cvb forest-Inter=Sbr blackcurrant Inantwo-gather.Aor		go	воъонний	perfect	other	perfect	Z	Zilo	Andi	F	NA	8.2017	
pn	384	1	indirect	Мне рассказывали, что однажды моя бабушка шла по лесу, собирала ягоды. 	дихъи боссон себ онши дий ила решл1ило йионний гъваркъи рак1арунний	di-qi bosːon se-b onši di-j ila reš-ƛi=lo j-iʔonni-j ʁʷarq’i r-ak’arunni-j	1Sg-Instr tell.Aor one-Inanone time 1Sg-F[Gen] mother forest-Inter=Add F-go-Pf blackcurrant Inantwo-gather-Pf		tell	боссон	aorist	other	past	Z	Zilo	Andi	F	NA	8.2017	
pn	385	1	indirect	Мне рассказывали, что однажды моя бабушка шла по лесу, собирала ягоды. 	дихъи боссон себ онши дий ила решл1ило йионний гъваркъи рак1арунний	di-qi bosːon se-b onši di-j ila reš-ƛi=lo j-iʔonni-j ʁʷarq’i r-ak’arunni-j	1Sg-Instr tell.Aor one-Inanone time 1Sg-F[Gen] mother forest-Inter=Add F-go-Pf blackcurrant Inantwo-gather-Pf		go	йионний	perfect	other	perfect	Z	Zilo	Andi	F	NA	8.2017	
pn	386	1	indirect	Мне рассказывали, что однажды моя бабушка шла по лесу, собирала ягоды. 	дихъи боссон себ онши дий ила решл1ило йионний гъваркъи рак1арунний	di-qi bosːon se-b onši di-j ila reš-ƛi=lo j-iʔonni-j ʁʷarq’i r-ak’arunni-j	1Sg-Instr tell.Aor one-Inanone time 1Sg-F[Gen] mother forest-Inter=Add F-go-Pf blackcurrant Inantwo-gather-Pf		gather	рак1арунний	perfect	other	perfect	Z	Zilo	Andi	F	NA	8.2017	
pn	2	2	direct	Долго мы ходили и собирали.	бигьу заман вок1о ищил рак1арадо	b-ihu zaman w-ok’o išːil r-ak’ar-ado	inanone-a_lot_of time m-pl.be.aor 1pl.excl inantwo-gather-prog		gather	вок1о рак1арадо	past progressive	past	other	A	Rikvani	Andi	M	NA	8.2017	
pn	3	3	direct	В какой-то момент мы очень устали.	себ заманнакку ищил золо вагъи	se-b zaman-na-kːu išːil zolo w-aʁi	one-inanone time-sup-el 1pl.excl m-become_tired.aor		become tired	вагъи	aorist	past	past	A	Rikvani	Andi	M	NA	8.2017	
pn	4	4	direct	Мы сели на землю под деревом.	ищил гьокгъу вок1о кьет1урукь гьикьу	išːil hoɢu w-ok’o ƛ’eturu-ƛ’ hiƛ’u	1pl.excl down m-pl.be.aor tree-sub under		sit	гьокгъу вок1о	aorist	past	past	A	Rikvani	Andi	M	NA	8.2017	
pn	5	5	direct	Как будто из ничего, появилась змея.	[себгуло ссублъукку] буххид бикгъо берка	(sebgulol-ɬu sːu-b-ɬu-kːu) b-uχːi-d b-iɢo berka	(nothing-adv neg.cop-pst.ptcp-adv-el) inanone-appear-cvb inanone-come.aor snake		appear	бикгъо	aorist	past	past	A	Rikvani	Andi	M	NA	8.2017	
pn	6	5	direct	Как будто из ничего, появилась змея.	[себгуло ссублъукку] буххид бикгъо берка	(sebgulol-ɬu sːu-b-ɬu-kːu) b-uχːi-d b-iɢo berka	(nothing-adv neg.cop-pst.ptcp-adv-el) inanone-appear-cvb inanone-come.aor snake			буххид	converb		perfect	A	Rikvani	Andi	M	NA	8.2017	
pn	7	5	direct	Как будто из ничего, появилась змея.	[себгуло ссублъукку] буххид бикгъо берка	(sebgulol-ɬu sːu-b-ɬu-kːu) b-uχːi-d b-iɢo berka	(nothing-adv neg.cop-pst.ptcp-adv-el) inanone-appear-cvb inanone-come.aor snake			ссублъукку	unclear		other	A	Rikvani	Andi	M	NA	8.2017	
pn	8	6	direct	Мы испугались.	ищил сири	išːil siri	1pl.excl become_frightened.aor		become scared	сири	aorist	past	past	A	Rikvani	Andi	M	NA	8.2017	
pn	9	7	direct	Брат нечаянно наступил на нее.	воццуд ц1иннигуч1игу гьегелл*а ч1ек1а бигъолъи	wocːu-d c’inni<gu>-č’igu hegel-l’a ček’a b-iʁ-oɬi	brother-erg know<emph>-neg.cvb dem-sup foot inanone-stop-caus.aor		step	бигъолъи	aorist	past	past	A	Rikvani	Andi	M	NA	8.2017	
pn	10	7	direct	Брат нечаянно наступил на нее.	воццуд ц1иннигуч1игу гьегелл*а ч1ек1а бигъолъи	wocːu-d c’inni<gu>-č’igu hegel-l’a ček’a b-iʁ-oɬi	brother-erg know<emph>-neg.cvb dem-sup foot inanone-stop-caus.aor			ц1иннигуч1игу	converb		perfect	A	Rikvani	Andi	M	NA	8.2017	
pn	11	8	direct	Змея укусила его в ногу.	беркуд гьегещуб ч1ек1а к1амми	berku-d hegešːu-b č’ek’a k’ammi	snake-erg dem-inanone[gen] foot bite.aor		bite	к1амми	aorist	past	past	A	Rikvani	Andi	M	NA	8.2017	
pn	12	9	direct	Он взял камень, и бросил его на змею.	гьегещуд кодило бихид гьинц1о гьегелл*а джай	hegešːu-d kodi=lo b-iχi-d hinc’o hegel-l’a džaj	dem-erg in_hands=add n-take-cvb stone dem-sup hit.aor		throw	джай	aorist	past	past	A	Rikvani	Andi	M	NA	8.2017	
pn	13	9	direct	Он взял камень, и бросил его на змею.	гьегещуд кодило бихид гьинц1о гьегелл*а джай	hegešːu-d kodi=lo b-iχi-d hinc’o hegel-l’a džaj	dem-erg in_hands=add n-take-cvb stone dem-sup hit.aor		take	бихид	converb	past	perfect	A	Rikvani	Andi	M	NA	8.2017	
pn	14	10	direct	Змея умерла. 	оншло берка бич1о	onšlo berka b-ič’o	then snake an-die.aor		die	бич1о	aorist	past	past	A	Rikvani	Andi	M	NA	8.2017	
pn	32	2	direct	Долго мы ходили и собирали.	бигьурилди вел1и бак1арумадо вогъи	b-ihu-ril-di w-eƛi b-ak’aru-mado w-oʁi	inanone-a_lot_of-time-erg m-walk.aor inanone-gather-prog m-pl.be.aor		go	вел1и 	aorist	past	past	AAJu	Zilo	Andi	F	2002	8.2017	
pn	33	2	direct	Долго мы ходили и собирали.	бигьурилди вел1и бак1арумадо вогъи	b-ihu-ril-di w-eƛi b-ak’aru-mado w-oʁi	inanone-a_lot_of-time-erg m-walk.aor inanone-gather-prog m-pl.be.aor		gather	бак1арумадо вогъи	past progressive	past	other	AAJu	Zilo	Andi	F	2002	8.2017	
pn	34	3	direct	В какой-то момент мы очень устали.	себ заман ищил золо т1улу вагъи 	se-b zaman išːil zolo t’ulu w-aʁi	one-inanone time 1pl.excl very strongly m-become_tired.aor		become tired	вагъи 	aorist	past	past	AAJu	Zilo	Andi	F	2002	8.2017	Перфект можно когда другой человек рассказывает о них.
pn	35	4	direct	Мы сели на землю под деревом.	ищил гьо<в><о>к1о решул1и 	išːil ho<wo>k’o rešu-ƛi	1pl.excl sit_down<m.pl>.aor forest-inter		sit	гьо<в><о>к1о	aorist	past	past	AAJu	Zilo	Andi	F	2002	8.2017	
pn	36	5	direct	Как будто из ничего, появилась змея.	себ заман буххи биъо берка	se-b zaman b-uχːi b-iʔo berka	one-inanone time an-appear.aor an-come.aor snake		appear	биъо	aorist	past	past	AAJu	Zilo	Andi	F	2002	8.2017	
pn	37	5	direct	Как будто из ничего, появилась змея.	себ заман буххи биъо берка	se-b zaman b-uχːi b-iʔo berka	one-inanone time an-appear.aor an-come.aor snake		appear	буххи 	aorist	past	past	AAJu	Zilo	Andi	F	2002	8.2017	
pn	38	6	direct	Мы испугались.	ищил воххи	išːil w-oχːi	1pl.excl m-pl.become_startled.aor		become scared	воххи	aorist	past	past	AAJu	Zilo	Andi	F	2002	8.2017	
pn	39	7	direct	Брат нечаянно наступил на нее.	воццуди гьегел.ъа чунк1а бигъи	wocːu-di hegel-ʔa čunk’a b-iʁi	brother-erg dem-sup foot inanone-be.aor		step	бигъи	aorist	past	past	AAJu	Zilo	Andi	F	2002	8.2017	
pn	40	8	direct	Змея укусила его в ногу.	гьерби беркуди къамми чунк1уъа 	herbi berku-di q’ammi čunk’u-ʔa	then snake-erg bite.aor foot-sup		bite	къамми	aorist	past	past	AAJu	Zilo	Andi	F	2002	8.2017	
pn	41	9	direct	Он взял камень, и бросил его на змею.	бихий коди гьинц1олоду беркуъа джаби	b-iχi-j kodi hinc’o=lody berku-ʔa džabi	inanone-take-cvb in_hands=sbr snake-sup hit.aor		throw	джаби	aorist	past	past	AAJu	Zilo	Andi	F	2002	8.2017	
pn	42	9	direct	Он взял камень, и бросил его на змею.	бихий коди гьинц1олоду беркуъа джаби	b-iχi-j kodi hinc’o=lody berku-ʔa džabi	inanone-take-cvb in_hands=sbr snake-sup hit.aor		take	бихий	converb	past	perfect	AAJu	Zilo	Andi	F	2002	8.2017	
pn	43	10	direct	Змея умерла. 	гьерби берка бич1о	herbi berka b-ič’o	then snake an-die.aor		die	бич1о	aorist	past	past	AAJu	Zilo	Andi	F	2002	8.2017	
pn	63	2	direct	Долго мы ходили и собирали.	бигьу заман вол1о вок1о ищил рак1арвадогужа 	b-ihu zaman w-oƛo išːil r-ak’ar-ado=guža	inanone-a_lot_of time m-pl.walk.aor 1pl.excl inantwo-gather-prog=sim			вок1о	aorist		past	ABE	Rikvani	Andi	F	1979	8.2017	
pn	64	2	direct	Долго мы ходили и собирали.	бигьу заман вол1о вок1о ищил рак1арвадогужа 	b-ihu zaman w-oƛo išːil r-ak’ar-ado=guža	inanone-a_lot_of time m-pl.walk.aor 1pl.excl inantwo-gather-prog=sim		go	вол1о	aorist	past	past	ABE	Rikvani	Andi	F	1979	8.2017	
pn	65	2	direct	Долго мы ходили и собирали.	бигьу заман вол1о вок1о ищил рак1арвадогужа 	b-ihu zaman w-oƛo išːil r-ak’ar-ado=guža	inanone-a_lot_of time m-pl.walk.aor 1pl.excl inantwo-gather-prog=sim		gather	рак1арвадогужа 	progressive converb	past	other	ABE	Rikvani	Andi	F	1979	8.2017	
pn	66	3	direct	В какой-то момент мы очень устали.	себGа заман ищил золо вагъи 	se-b=ɢa zaman išːil zolo w-aʁi	one-inanone=indef time 1pl.excl very m-become_tired.aor		become tired	вагъи 	aorist	past	past	ABE	Rikvani	Andi	F	1979	8.2017	
pn	67	4	direct	Мы сели на землю под деревом.	ищил кьет1урукь гьикьу гьоGу вок1о	išːil ƛ’et’uru-ƛ’ hiƛ’u hoɢu w-ok’o	1pl.excl tree-sub under down m-pl.beaor		sit	гьоGу вок1о	aorist	past	past	ABE	Rikvani	Andi	F	1979	8.2017	
pn	68	4	direct	Мы сели на землю под деревом.	ищил кьет1урукь гьикьу гьоGу вок1о	išːil ƛ’et’uru-ƛ’ hiƛ’u hoɢu w-ok’o	1pl.excl tree-sub under down m-pl.beaor			ц1иннигуч1игу	converb		perfect	ABE	Rikvani	Andi	F	1979	8.2017	
pn	69	5	direct	Как будто из ничего, появилась змея.	себGа заман ц1иннигуч1игу буххи берка	se-b=ɢa zaman c’inni<gu>-č’igu b-uχːi berka	one-inanone=indef time know<emph>-neg.cvb an-appear.aor snake		appear	буххи	aorist	past	past	ABE	Rikvani	Andi	F	1979	8.2017	
pn	70	5	direct	Как будто из ничего, появилась змея.	себGа заман ц1иннигуч1игу буххи берка	se-b=ɢa zaman c’inni<gu>-č’igu b-uχːi berka	one-inanone=indef time know<emph>-neg.cvb an-appear.aor snake			ц1иннигуч1игу	converb		perfect	ABE	Rikvani	Andi	F	1979	8.2017	
pn	71	6	direct	Мы испугались.	ищил золо сири	išːil zolo siri	1pl.excl very become_frightened.aor		become scared	сири	aorist	past	past	ABE	Rikvani	Andi	F	1979	8.2017	
pn	72	7	direct	Брат нечаянно наступил на нее.	див воцц ц1иннигуч1игу гьегелл*а ч1ек1а бигъолъи 	di-w wocː c’inni<gu>-č’igu hegel-l’a č’ek’a b-iʁ-oɬi	1sg-m[gen] brother know<emph>-neg.cvb dem-sup foot inanone-stop-caus.aor		step	бигъолъи 	aorist	past	past	ABE	Rikvani	Andi	F	1979	8.2017	
pn	73	7	direct	Брат нечаянно наступил на нее.	див воцц ц1иннигуч1игу гьегелл*а ч1ек1а бигъолъи 	di-w wocː c’inni<gu>-č’igu hegel-l’a č’ek’a b-iʁ-oɬi	1sg-m[gen] brother know<emph>-neg.cvb dem-sup foot inanone-stop-caus.aor			ц1иннигуч1игу	converb		perfect	ABE	Rikvani	Andi	F	1979	8.2017	
pn	74	8	direct	Змея укусила его в ногу.	беркуд къамми гьегещуб ч1ек1а	berku-d q’ammi hegešːu-b č’ek’a	snake-erg bite.aor dem-inanone[gen] foot		bite	къамми	aorist	past	past	ABE	Rikvani	Andi	F	1979	8.2017	
pn	75	9	direct	Он взял камень, и бросил его на змею.	гьегещуд бихи гьинц1о беркул*а джай 	hegešːu-d b-iχi hinc’o berku-l’a džaj	dem-erg inanone-take.aor snake-sup hit.aor		take	бихи	aorist	past	past	ABE	Rikvani	Andi	F	1979	8.2017	
pn	76	9	direct	Он взял камень, и бросил его на змею.	гьегещуд бихи гьинц1о беркул*а джай 	hegešːu-d b-iχi hinc’o berku-l’a džaj	dem-erg inanone-take.aor snake-sup hit.aor		throw	джай 	aorist	past	past	ABE	Rikvani	Andi	F	1979	8.2017	
pn	77	10	direct	Змея умерла. 	берка бич1о	berka b-ič’o	snake an-die.aor		die	бич1о	aorist	past	past	ABE	Rikvani	Andi	F	1979	8.2017	
pn	96	2	direct	Долго мы ходили и собирали.	ищил бигьурий вел1и бак1арун	išːil b-ihu=rij w-eƛi b-ak’arun	1pl.excl inanone-a_lot_of=time m-go.aor inanone-gather.aor		gather	бак1арун	aorist	past	past	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	97	2	direct	Долго мы ходили и собирали.	ищил бигьурий вел1и бак1арун	išːil b-ihu=rij w-eƛi b-ak’arun	1pl.excl inanone-a_lot_of=time m-go.aor inanone-gather.aor		go	вел1и	aorist	past	past	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	98	3	direct	В какой-то момент мы очень устали.	ищил себ замана вагъи золо т1улу	išːil se-b zamana w-aʁi zolo t’ulu	1pl.excl one-inanone time m-become_tired.aor very strongly		become tired	вагъи	aorist	past	past	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	99	4	direct	Мы сели на землю под деревом.	ищил гьокгъу вок1о решул1и гьикьу чахаъа гьиъа 	išːil hoɢu w-ok’o rešu-ƛi hiƛ’u čaχa-ʔa hiʔa	1pl.excl down m-pl.be.aor forest-inter under ?-sup ?		sit	гьокгъу вок1о	aorist	past	past	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	100	5	direct	Как будто из ничего, появилась змея.	себ замана буххи берка	se-b zamana b-uχːi berka	one-inanone time inanone-appear.aor snake		appear	буххи	aorist	past	past	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	101	6	direct	Мы испугались.	ищил сири	išːil siri	1pl.excl become_frightened.aor		become scared	сири	aorist	past	past	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	102	7	direct	Брат нечаянно наступил на нее.	воццуди ц1иннич1игу чунк1а бигъи	wocːu-di c’inni-č’igu čunk’a b-iʁi	brother-erg know-neg.cvb foot inanone-stop.aor		step	бигъи	aorist	past	past	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	103	7	direct	Брат нечаянно наступил на нее.	воццуди ц1иннич1игу чунк1а бигъи	wocːu-di c’inni-č’igu čunk’a b-iʁi	brother-erg know-neg.cvb foot inanone-stop.aor			ц1иннич1игу	converb		perfect	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	104	8	direct	Змея укусила его в ногу.	воццуъа къамми чунк1уъа	wocːu-ʔa q’ammi čunk’u-ʔa	brother-sup bite.aor foot-sup		bite	къамми	aorist	past	past	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	105	9	direct	Он взял камень, и бросил его на змею.	гьегешди бихи гьинц1оло джаби беркуъа	hegeš-di b-iχi hinc’o=lo džabi berku-ʔa	dem-erg inanone-take.aor stone=add hit.aor snake-sup		take	бихи	aorist	past	past	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	106	9	direct	Он взял камень, и бросил его на змею.	гьегешди бихи гьинц1оло джаби беркуъа	hegeš-di b-iχi hinc’o=lo džabi berku-ʔa	dem-erg inanone-take.aor stone=add hit.aor snake-sup		throw	джаби	aorist	past	past	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	107	10	direct	Змея умерла. 	берка бич1о	berka b-ič’o	snake an-die.aor		die	бич1о	aorist	past	past	AMKh	Rushukha	Andi	F	1984	8.2017	
pn	126	2	direct	Долго мы ходили и собирали.	ищил воххулохъ гъуркъи рак1арадо вок1о	išːil woχːuloq hurq’i r-ak’ar-ado w-ok’o	1pl.excl ? strawberry inantwo-gather-prog m-pl.be.aor		gather	рак1арадо вок1о	past progressive	past	other	GRG	Rikvani	Andi	M	1940	8.2017	
pn	127	3	direct	В какой-то момент мы очень устали.	ищил золо вагъи 	išːil zolo w-aʁi	1pl.excl very m-become_tired.aor		become tired	вагъи 	aorist	past	past	GRG	Rikvani	Andi	M	1940	8.2017	
pn	128	4	direct	Мы сели на землю под деревом.	ищил кьет1урукь гьогъу вок1о 	išːil ƛ’et’uru-ƛ’ hoɢu w-ok’o	1pl.excl tree-sub down m-pl.be.aor		sit	гьогъу вок1о 	aorist	past	past	GRG	Rikvani	Andi	M	1940	8.2017	
pn	129	5	direct	Как будто из ничего, появилась змея.	рок1улагу т1игу буххид бикгъо берка 	rok’u-la=gu t’igu b-uχːi-d b-iɢo berka	heart-in=emph suddenly an-appear-cvb an-come.aor snake		appear	бикгъо	aorist	past	past	GRG	Rikvani	Andi	M	1940	8.2017	
pn	130	5	direct	Как будто из ничего, появилась змея.	рок1улагу т1игу буххид бикгъо берка 	rok’u-la=gu t’igu b-uχːi-d b-iɢo berka	heart-in=emph suddenly an-appear-cvb an-come.aor snake			буххид	converb		perfect	GRG	Rikvani	Andi	M	1940	8.2017	
pn	131	6	direct	Мы испугались.	ищил сири	išːil siri	1pl.excl become_frightened.aor		become scared	сири	aorist	past	past	GRG	Rikvani	Andi	M	1940	8.2017	
pn	132	7	direct	Брат нечаянно наступил на нее.	воццуд беркул*а ч1ек1а бигъолъи	wocːu-d berku-l’a č’ek’a b-iʁ-oɬi	brother-erg snake-sup foot inanone-stop-caus.aor		step	бигъолъи	aorist	past	past	GRG	Rikvani	Andi	M	1940	8.2017	
pn	133	8	direct	Змея укусила его в ногу.	беркуд гьегещуб ч1ек1а къамми	berku-d hegešːu-b č’ek’a q’ammi	snake-erg dem-inanone[gen] foot bite.aor		bite	къамми	aorist	past	past	GRG	Rikvani	Andi	M	1940	8.2017	
pn	134	9	direct	Он взял камень, и бросил его на змею.	воццуд рихи к1ант1алойд гьегер беркул*а джай	wocːu-d r-iχi k’ant’a=lojd hege-r berku-l’a džaj	brother-erg inantwo-take.aor stick=sbr dem-inantwo snake-sup hit.aor		throw	джай	aorist	past	past	GRG	Rikvani	Andi	M	1940	8.2017	
pn	135	9	direct	Он взял камень, и бросил его на змею.	воццуд рихи к1ант1алойд гьегер беркул*а джай	wocːu-d r-iχi k’ant’a=lojd hege-r berku-l’a džaj	brother-erg inantwo-take.aor stick=sbr dem-inantwo snake-sup hit.aor		take	рихи	aorist	past	past	GRG	Rikvani	Andi	M	1940	8.2017	
pn	136	10	direct	Змея умерла. 	берка бич1о 	berka b-ič’o	snake an-die.aor		die	бич1о 	aorist	past	past	GRG	Rikvani	Andi	M	1940	8.2017	
pn	155	2	direct	Долго мы ходили и собирали.	ищил бигьугури воъондло вок1о бак1арадо 	išːil b-ihu=gu=ri w-oʔon-d=lo w-ok’o b-ak’ar-ado	1pl.excl inanone-a_lot_of=emph=time m-pl.go-cvb=add m-pl.be.aor inanone-gather-prog		go	воъондло вок1о	pluperfect	past	other	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	156	2	direct	Долго мы ходили и собирали.	ищил бигьугури воъондло вок1о бак1арадо 	išːil b-ihu=gu=ri w-oʔon-d=lo w-ok’o b-ak’ar-ado	1pl.excl inanone-a_lot_of=emph=time m-pl.go-cvb=add m-pl.be.aor inanone-gather-prog		gather	бак1арадо 	progressive	past	other	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	157	3	direct	В какой-то момент мы очень устали.	себ заман ищил т1улолгу вагъи 	se-b zaman išːil t’ulol=gu w-aʁi	one-inanone time 1pl.excl very=emph m-become_tired.aor		become tired	вагъи 	aorist	past	past	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	158	4	direct	Мы сели на землю под деревом	ищил гьокгъу вок1о кьет1урукь 	išːil hoɢu w-ok’o ƛ’et’uru-ƛ’	1pl.excl down m-pl.be.aor tree-sub		sit	гьокгъу вок1о 	aorist	past	past	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	159	5	direct	Как будто из ничего, появилась змея.	ц1иннигуч1игу инуккволло буххи берка 	c’inni<gu>-č’igu inu-kːu-bolo b-uχːi berka	know<emph>-neg.cvb where-el-indef an-appear.aor snake		appear	буххи	aorist	past	past	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	160	5	direct	Как будто из ничего, появилась змея.	ц1иннигуч1игу инуккволло буххи берка 	c’inni<gu>-č’igu inu-kːu-bolo b-uχːi berka	know<emph>-neg.cvb where-el-indef an-appear.aor snake			ц1иннигуч1игу	converb		perfect	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	161	6	direct	Мы испугались.	ищил сири	išːil siri	1pl.excl become_frightened.aor		become scared	сири	aorist	past	past	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	162	7	direct	Брат нечаянно наступил на нее.	воцц ц1иннигуч1игу бигъи ч1ек1а беркула	wocː c’inni<gu>-č’igu b-iʁi č’ek’a berku-la	brother know<emph>-neg.cvb inanone-stop.aor foot snake-sup		step	бигъи	aorist	past	past	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	163	7	direct	Брат нечаянно наступил на нее.	воцц ц1иннигуч1игу бигъи ч1ек1а беркула	wocː c’inni<gu>-č’igu b-iʁi č’ek’a berku-la	brother know<emph>-neg.cvb inanone-stop.aor foot snake-sup			ц1иннигуч1игу	converb		perfect	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	164	8	direct	Змея укусила его в ногу.	гьегещч1у беркуд къаммид ч1ек1ухъ	hegešː-č’u berku-d q’ammi-d č’ek’u-q	dem-cont snake-erg bite-pf foot-instr		bite	къаммид	perfect	past	perfect	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	165	9	direct	Он взял камень, и бросил его на змею.	гьегещуд бихидло гьинц1о шаммид беркуло 	hegešːu-d b-iχi-d=lo hinc’o šammi-d berku-lo	dem-erg inanone-take-cvb=add stone throw-pf snake-sup.lat		take	бихидло	converb	past	perfect	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	166	9	direct	Он взял камень, и бросил его на змею.	гьегещуд бихидло гьинц1о шаммид беркуло 	hegešːu-d b-iχi-d=lo hinc’o šammi-d berku-lo	dem-erg inanone-take-cvb=add stone throw-pf snake-sup.lat		throw	шаммид	perfect	past	perfect	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	167	10	direct	Змея умерла.	берка бич1о	berka b-ič’o	snake an-die.aor		die	бич1о	aorist	past	past	GRSh	Rikvani	Andi	F	2007	8.2017	
pn	186	2	direct	Долго мы ходили и собирали.	золо бигьури вогъи ищил бак1арумадо	zolo b-ihu=ri w-oʁi išil b-ak’aru-mado	very inanone-a_lot_of=time m-pl.be.aor 1pl.excl inanone-gather-prog			вогъи	aorist		past	Kh	Zilo	Andi	F	NA	8.2017	
pn	187	2	direct	Долго мы ходили и собирали.	золо бигьури вогъи ищил бак1арумадо	zolo b-ihu=ri w-oʁi išil b-ak’aru-mado	very inanone-a_lot_of=time m-pl.be.aor 1pl.excl inanone-gather-prog		gather	бак1арумадо	progressive	past	other	Kh	Zilo	Andi	F	NA	8.2017	
pn	188	3	direct	В какой-то момент мы очень устали.	себ заман ищил золо вагъи	se-b zaman išːil zolo w-aʁi	one-inanone time 1pl.excl very m-become_tired.aor		become tired	вагъи	aorist	past	past	Kh	Zilo	Andi	F	NA	8.2017	
pn	189	4	direct	Мы сели на землю под деревом.	решукьи гьикьу гьо<во>к1о ищил 	rešu-ƛ’i hiƛ’u ho<wo>k’o išːil	tree-sub under sit_down<m.pl>.aor 1pl.excl		sit	гьо<в><о>к1о	aorist	past	past	Kh	Zilo	Andi	F	NA	8.2017	
pn	190	5	direct	Как будто из ничего, появилась змея.	себ заманъа буххи берка	se-b zaman-ʔa b-uχːi berka	one-inanone time-sup an-appear.aor snake		appear	буххи	aorist	past	past	Kh	Zilo	Andi	F	NA	8.2017	
pn	191	6	direct	Мы испугались.	ищил гьерби золо сири	išːil herbi zolo siri	1pl.excl then very become_frightened.aor		become scared	сири	aorist	past	past	Kh	Zilo	Andi	F	NA	8.2017	
pn	192	7	direct	Брат нечаянно наступил на нее.	воццуди ц1иннич1игу чунк1а бигъий гьегел.ъа	wocːu-di c’inni-č’igu čunk’a b-iʁi-j hegel-ʔa	brother-erg know-neg.cvb foot inanone-stop-pf dem-sup			ц1иннич1игу	converb		perfect	Kh	Zilo	Andi	F	NA	8.2017	
pn	193	7	direct	Брат нечаянно наступил на нее.	воццуди ц1иннич1игу чунк1а бигъий гьегел.ъа	wocːu-di c’inni-č’igu čunk’a b-iʁi-j hegel-ʔa	brother-erg know-neg.cvb foot inanone-stop-pf dem-sup		step	бигъий	perfect	past	perfect	Kh	Zilo	Andi	F	NA	8.2017	
pn	194	8	direct	Змея укусила его в ногу.	беркоди гьегешуб чунк1уъа къамми	berko-di hegešːu-b čunk’u-ʔa q’ammi	snake-erg dem-inanone[gen] foot-sup bite.aor 		bite	къамми	aorist	past	past	Kh	Zilo	Andi	F	NA	8.2017	
